question_id,test_id,certification,exam_version,objectives_version,question_version,batch_id,domain_id,domain_name,objective_id,objective_text,topic,concept_key,difficulty,question_type,question_style,question_instruction,question_text,answer_a,answer_b,answer_c,answer_d,correct_answers,correct_explanation,answer_a_explanation,answer_b_explanation,answer_c_explanation,answer_d_explanation,study_topics,source_ids,reference_notes,date_added,date_modified,date_reviewed,review_status,reviewer,quality_flags,author_notes
SEC701-0000121,SEC-701,CompTIA Security+,SY0-701,6.0,1,SEC701-BATCH-006,4.0,Security Operations,4.9,"Given a scenario, use data sources to support an investigation.",Email header analysis,email-headers-received-spf-dkim-origin,easy,single_choice,direct,,"An analyst investigating a suspected phishing message needs to review the mail-server path, originating addresses, and SPF and DKIM results. Which data source should the analyst examine?",A DHCP scope configuration,A vulnerability scan report,The message's full email headers,A disk-health report,C,"Full email headers contain routing fields, sending-server information, authentication results, and other metadata useful for phishing analysis.",DHCP configuration manages address assignment and does not describe a message's delivery path.,A vulnerability report lists security findings rather than email-routing metadata.,The Received fields and authentication-results fields provide the requested evidence.,A disk-health report describes storage-device condition.,Email headers|Received fields|SPF|DKIM|Phishing investigation,SRC-COMPTIA-SY0701-V6|SRC-CISA-PHISHING|SRC-NIST-SP800-92,CompTIA objective 4.9; phishing and investigation data-source guidance.,2026-07-20,2026-07-20,2026-07-20,approved,initial-quality-review,,Automatically approved during the accelerated build phase before the bank reaches 150 questions.
SEC701-0000122,SEC-701,CompTIA Security+,SY0-701,6.0,1,SEC701-BATCH-006,5.0,Security Program Management and Oversight,5.1,Summarize elements of effective security governance.,Data ownership,business-data-owner-classification-access-requirements,medium,single_choice,scenario,,"A business executive determines that a customer dataset is confidential, approves which job functions may access it, and defines its retention needs. The IT team implements the selected controls and maintains the storage system. Which role does the business executive perform?",Data custodian,External auditor,System operator,Data owner,D,"The data owner is accountable for classification, acceptable use, access requirements, and business handling decisions. Custodians implement and operate the controls.",A custodian implements and maintains technical and operational safeguards according to the owner's requirements.,An external auditor independently evaluates controls and compliance.,A system operator performs day-to-day technical activities but does not define business classification and access policy.,The executive is making the business decisions associated with ownership.,Data owners|Data custodians|Classification|Access approval|Governance roles,SRC-COMPTIA-SY0701-V6|SRC-NIST-CSF2|SRC-NIST-SP800-53R5,"CompTIA objective 5.1; governance roles, responsibilities, and accountability.",2026-07-20,2026-07-20,2026-07-20,approved,initial-quality-review,,Automatically approved during the accelerated build phase before the bank reaches 150 questions.
SEC701-0000123,SEC-701,CompTIA Security+,SY0-701,6.0,1,SEC701-BATCH-006,5.0,Security Program Management and Oversight,5.2,Explain elements of the risk management process.,Risk avoidance,discontinue-service-eliminates-risk-source,easy,single_choice,direct,,An organization discontinues a legacy online service because the exposure cannot be reduced to an acceptable level. Which risk response is being used?,Risk avoidance,Risk transference,Risk acceptance,Risk sharing,A,"Risk avoidance removes the activity or condition that creates the risk, such as discontinuing the service.",The organization stops the risky activity rather than continuing it.,"Risk transference assigns specified consequences to another party, often through insurance or contracts.",Risk acceptance continues the activity while knowingly retaining the risk.,Risk sharing distributes responsibility or consequences among multiple parties.,Risk responses|Risk avoidance|Risk acceptance|Risk transference,SRC-COMPTIA-SY0701-V6|SRC-NIST-SP800-30R1,CompTIA objective 5.2; NIST risk-response concepts.,2026-07-20,2026-07-20,2026-07-20,approved,initial-quality-review,,Automatically approved during the accelerated build phase before the bank reaches 150 questions.
SEC701-0000124,SEC-701,CompTIA Security+,SY0-701,6.0,2,SEC701-BATCH-006,5.0,Security Program Management and Oversight,5.4,Summarize elements of effective security compliance.,Records retention,documented-retention-schedule-secure-disposition,hard,single_choice,scenario,,"A company keeps customer records indefinitely because storage is inexpensive, even though several records contain sensitive personal information and have no remaining business purpose. Which compliance improvement best addresses the risk?",Move the records to faster storage while keeping the same retention practice,Enforce a requirements-based retention schedule followed by secure disposal,Let each employee decide independently when customer records should be deleted,Remove creation dates so the age of retained records is no longer visible,B,"A governed schedule ties retention to legal, regulatory, contractual, and business needs and connects the end of that period to secure disposition.",Faster storage does not reduce over-retention or the amount of sensitive data exposed.,The schedule limits retention to justified periods and defines controlled disposal.,Individual discretion creates inconsistent handling and weakens accountability.,Removing dates conceals the issue and makes retention enforcement harder.,Records retention|Secure disposition|Data lifecycle|Privacy compliance,SRC-COMPTIA-SY0701-V6|SRC-NIST-PRIVACY-FRAMEWORK|SRC-NIST-SP800-53R5,CompTIA objective 5.4; privacy data-processing and retention controls.,2026-07-20,2026-07-27,2026-07-27,approved,terminology-and-answer-balance-audit,,Automatically approved during the accelerated build phase before the bank reaches 150 questions. Revised during the Security+ terminology and answer-choice length audit.
SEC701-0000125,SEC-701,CompTIA Security+,SY0-701,6.0,1,SEC701-BATCH-006,5.0,Security Program Management and Oversight,5.5,Explain types and purposes of audits and assessments.,Vulnerability assessments,broad-identification-without-exploitation-vulnerability-assessment,medium,single_choice,comparison,,An organization wants a broad review that identifies and prioritizes known weaknesses across thousands of systems. The engagement should not attempt to exploit findings or demonstrate access to sensitive data. Which type of assessment best matches the requirement?,Red-team exercise,Black-box penetration test,Vulnerability assessment,Physical social-engineering test,C,A vulnerability assessment systematically identifies and prioritizes weaknesses without requiring exploitation to demonstrate impact.,A red-team exercise pursues broader adversary objectives and often tests detection and response through multiple attack paths.,A penetration test attempts to validate exploitability and demonstrate the effect of weaknesses.,The requested broad identification and prioritization without exploitation is a vulnerability assessment.,A physical social-engineering test evaluates human and facility controls.,Vulnerability assessments|Penetration tests|Assessment scope|Weakness prioritization,SRC-COMPTIA-SY0701-V6|SRC-NIST-SP800-115,CompTIA objective 5.5; NIST technical assessment methods.,2026-07-20,2026-07-20,2026-07-20,approved,initial-quality-review,,Automatically approved during the accelerated build phase before the bank reaches 150 questions.
SEC701-0000126,SEC-701,CompTIA Security+,SY0-701,6.0,1,SEC701-BATCH-006,5.0,Security Program Management and Oversight,5.6,"Given a scenario, implement security awareness practices.",Shoulder-surfing awareness,public-workspace-screen-privacy-practices,easy,single_choice,scenario,,An employee working in an airport lounge notices that a nearby traveler can see confidential information on the laptop display. Which response best reflects appropriate security-awareness practice?,Continue working because the traveler is not using a camera,Increase the screen brightness so the employee can read more quickly,Read the sensitive information aloud to avoid displaying it,"Reposition the screen, use a privacy filter or move to a more private location, and minimize sensitive information displayed in public",D,"The response reduces visual exposure through positioning, privacy controls, location choice, and limiting the sensitive information displayed.",Direct observation can disclose information without a camera.,Higher brightness may make the display easier for nearby people to view.,Speaking the information creates another disclosure channel.,The actions directly reduce the risk of shoulder surfing in the public workspace.,Shoulder surfing|Screen privacy|Public workspaces|Security awareness,SRC-COMPTIA-SY0701-V6|SRC-NIST-SP800-53R5,CompTIA objective 5.6; awareness and information-exposure controls.,2026-07-20,2026-07-20,2026-07-20,approved,initial-quality-review,,Automatically approved during the accelerated build phase before the bank reaches 150 questions.
SEC701-0000127,SEC-701,CompTIA Security+,SY0-701,6.0,1,SEC701-BATCH-007,1.0,General Security Concepts,1.2,Summarize fundamental security concepts.,Availability through redundancy,redundant-power-supplies-availability,easy,single_choice,direct,,A server uses two independent power supplies connected to separate power circuits so that one failed supply or circuit does not stop the server. Which security objective is most directly supported?,Availability,Confidentiality,Non-repudiation,Authorization,A,"Redundant power components reduce a single point of failure and help keep the service accessible, directly supporting availability.",The design keeps the server operating when one power component or circuit fails.,Confidentiality prevents unauthorized disclosure of information.,Non-repudiation provides evidence that an action or message can be attributed to a party.,Authorization determines whether an authenticated identity may perform an action.,CIA triad|Availability|Redundancy|Single points of failure,SRC-COMPTIA-SY0701-V6|SRC-NIST-SP800-53R5,CompTIA objective 1.2; NIST availability and redundancy concepts.,2026-07-20,2026-07-20,2026-07-20,approved,initial-quality-review,,Automatically approved in the final accelerated-build batch. Future questions return to the normal draft and explicit-review workflow.
SEC701-0000128,SEC-701,CompTIA Security+,SY0-701,6.0,1,SEC701-BATCH-007,1.0,General Security Concepts,1.4,Explain the importance of using appropriate cryptographic solutions.,Keyed message authentication,hmac-shared-key-integrity-authentication,medium,single_choice,comparison,,Two internal services share a secret key and need to verify that API messages were not altered and were generated by a party possessing that shared key. They do not require public verification by outsiders. Which mechanism best fits the requirement?,An unkeyed SHA-256 hash,An HMAC,A public certificate revocation list,Asymmetric encryption of the entire message,B,An HMAC combines a shared secret with a cryptographic hash to provide message integrity and authentication between parties that possess the key.,"An unkeyed hash can detect accidental changes when a trusted reference is available, but any party can calculate a replacement hash.",The shared secret lets each service verify both integrity and possession of the authentication key.,A revocation list reports certificate status and does not authenticate the API message.,"Asymmetric encryption can provide confidentiality, but encrypting the entire message is not the keyed-hash requirement described.",HMAC|Message authentication|Integrity|Shared secrets|Cryptographic hashes,SRC-COMPTIA-SY0701-V6|SRC-RFC2104,CompTIA objective 1.4; RFC 2104 HMAC purpose and operation.,2026-07-20,2026-07-20,2026-07-20,approved,initial-quality-review,,Automatically approved in the final accelerated-build batch. Future questions return to the normal draft and explicit-review workflow.
SEC701-0000129,SEC-701,CompTIA Security+,SY0-701,6.0,1,SEC701-BATCH-007,2.0,"Threats, Vulnerabilities, and Mitigations",2.1,Compare and contrast common threat actors and motivations.,Competitor threat actors,competitor-steals-confidential-bid-competitive-advantage,medium,single_choice,scenario,,Investigators link the theft of confidential bid documents to contractors working for another company competing for the same government project. Which threat actor and motivation best fit the scenario?,Hacktivists motivated by ideology,An insider motivated by revenge,A competitor motivated by competitive advantage,An unskilled attacker motivated by notoriety,C,"The activity benefits a business competing for the same contract and seeks an unfair market advantage, which aligns with a competitor threat actor.","Hacktivists pursue political, social, or ideological objectives rather than a commercial bid advantage.",The scenario does not identify a trusted employee acting from a personal grievance.,The stolen bid information directly benefits the rival company's competitive position.,The operation has a defined commercial objective rather than a search for attention.,Competitors|Corporate espionage|Threat motivations|Competitive advantage,SRC-COMPTIA-SY0701-V6,CompTIA objective 2.1 threat-actor types and motivations.,2026-07-20,2026-07-20,2026-07-20,approved,initial-quality-review,,Automatically approved in the final accelerated-build batch. Future questions return to the normal draft and explicit-review workflow.
SEC701-0000130,SEC-701,CompTIA Security+,SY0-701,6.0,1,SEC701-BATCH-007,2.0,"Threats, Vulnerabilities, and Mitigations",2.2,Explain common threat vectors and attack surfaces.,Pretexting,pretexting-fake-auditor-employee-records,easy,single_choice,scenario,,"A caller claims to be an external auditor performing an urgent compliance review and asks a human-resources employee to send a list of employee names, birth dates, and identification numbers. The caller uses a detailed fictional story to make the request seem legitimate. Which technique is being used?",Shoulder surfing,Typosquatting,Credential stuffing,Pretexting,D,Pretexting uses an invented identity and believable scenario to persuade a target to disclose information or perform an action.,Shoulder surfing obtains information by visually observing a person or screen.,Typosquatting registers lookalike domain names to capture mistaken visits.,Credential stuffing reuses stolen username-and-password pairs against other services.,The fake audit and urgent compliance story form the pretext used to solicit sensitive records.,Pretexting|Social engineering|Impersonation|Sensitive information requests,SRC-COMPTIA-SY0701-V6|SRC-CISA-PHISHING,CompTIA objective 2.2; impersonation and social-engineering concepts.,2026-07-20,2026-07-20,2026-07-20,approved,initial-quality-review,,Automatically approved in the final accelerated-build batch. Future questions return to the normal draft and explicit-review workflow.
SEC701-0000131,SEC-701,CompTIA Security+,SY0-701,6.0,1,SEC701-BATCH-007,2.0,"Threats, Vulnerabilities, and Mitigations",2.3,Explain various types of vulnerabilities.,Directory traversal,path-traversal-dot-dot-file-access,medium,single_choice,scenario,,A web application retrieves documents using a user-controlled filename. An attacker submits sequences such as ../../ to read an operating-system configuration file outside the intended document directory. Which vulnerability is being exploited?,Directory traversal,Cross-site request forgery,Integer overflow,Session fixation,A,Directory traversal manipulates pathname elements to escape a restricted directory and access unintended files.,The ../ sequences move through parent directories beyond the approved path.,CSRF tricks an authenticated browser into submitting an unwanted request.,An integer overflow occurs when arithmetic exceeds the representable range.,Session fixation causes a victim to authenticate using a session identifier known to the attacker.,Directory traversal|Path validation|Restricted directories|File access,SRC-COMPTIA-SY0701-V6|SRC-MITRE-CWE22,CompTIA objective 2.3; MITRE CWE-22.,2026-07-20,2026-07-20,2026-07-20,approved,initial-quality-review,,Automatically approved in the final accelerated-build batch. Future questions return to the normal draft and explicit-review workflow.
SEC701-0000132,SEC-701,CompTIA Security+,SY0-701,6.0,1,SEC701-BATCH-007,2.0,"Threats, Vulnerabilities, and Mitigations",2.3,Explain various types of vulnerabilities.,Insecure deserialization,untrusted-serialized-object-code-execution,hard,single_choice,scenario,,An application accepts a serialized object from a browser cookie and reconstructs it without validating the object's type or contents. An attacker crafts an object that invokes an unexpected method during reconstruction and executes code on the server. Which vulnerability is present?,Reflected cross-site scripting,Insecure deserialization,DNS cache poisoning,Resource exhaustion,B,"Deserializing attacker-controlled objects can invoke dangerous code paths or alter application logic, which is insecure deserialization.",Reflected XSS places attacker input into a web response that executes in a user's browser.,The server reconstructs an untrusted serialized object and triggers attacker-controlled behavior.,DNS cache poisoning inserts false name-resolution data into a resolver cache.,Resource exhaustion consumes capacity to degrade availability; the scenario describes code execution during object reconstruction.,Insecure deserialization|Untrusted objects|Application security|Code execution,SRC-COMPTIA-SY0701-V6|SRC-MITRE-CWE502,CompTIA objective 2.3; MITRE CWE-502.,2026-07-20,2026-07-20,2026-07-20,approved,initial-quality-review,,Automatically approved in the final accelerated-build batch. Future questions return to the normal draft and explicit-review workflow.
SEC701-0000133,SEC-701,CompTIA Security+,SY0-701,6.0,1,SEC701-BATCH-007,2.0,"Threats, Vulnerabilities, and Mitigations",2.4,"Given a scenario, analyze indicators of malicious activity.",On-path attack indicators,arp-poisoning-gateway-mac-changes-certificate-warnings,medium,single_choice,scenario,,Users on one office subnet begin receiving certificate warnings for normally trusted internal websites. Network logs also show the default gateway's IP address rapidly alternating between two MAC addresses. Which malicious activity is most consistent with these indicators?,Password spraying,A domain generation algorithm,An on-path attack using ARP poisoning,A logic bomb,C,ARP poisoning can redirect local traffic through an attacker. The changing gateway mapping and unexpected certificate warnings are consistent with traffic interception.,Password spraying creates authentication failures across many accounts and does not explain gateway MAC changes.,A DGA produces many algorithmic domain queries for command-and-control discovery.,The attacker is manipulating local address resolution to position a system between users and their destinations.,A logic bomb triggers malicious code when a condition is met and does not produce this network pattern.,On-path attacks|ARP poisoning|Certificate warnings|Network indicators,SRC-COMPTIA-SY0701-V6|SRC-NIST-SP800-94,CompTIA objective 2.4; network attack and detection concepts.,2026-07-20,2026-07-20,2026-07-20,approved,initial-quality-review,,Automatically approved in the final accelerated-build batch. Future questions return to the normal draft and explicit-review workflow.
SEC701-0000134,SEC-701,CompTIA Security+,SY0-701,6.0,1,SEC701-BATCH-007,2.0,"Threats, Vulnerabilities, and Mitigations",2.4,"Given a scenario, analyze indicators of malicious activity.",Ransomware indicators,rapid-file-encryption-extension-changes-ransom-note,easy,single_choice,direct,,"A workstation rapidly rewrites many user documents, changes their extensions, and creates a payment-demand text file in each affected folder. Which type of malicious activity is most strongly indicated?",Cryptojacking,Spyware,A rootkit,Ransomware,D,"Rapid bulk encryption or rewriting of user files, extension changes, and payment instructions are characteristic ransomware indicators.",Cryptojacking consumes computing resources to mine cryptocurrency and does not normally encrypt user files.,Spyware secretly collects information and does not typically create ransom notes.,A rootkit conceals malicious activity or preserves privileged access.,The file changes and payment demand match ransomware behavior.,Ransomware|Malware indicators|File encryption|Ransom notes,SRC-COMPTIA-SY0701-V6|SRC-NIST-SP800-61R3,CompTIA objective 2.4; malware identification and incident-response concepts.,2026-07-20,2026-07-20,2026-07-20,approved,initial-quality-review,,Automatically approved in the final accelerated-build batch. Future questions return to the normal draft and explicit-review workflow.
SEC701-0000135,SEC-701,CompTIA Security+,SY0-701,6.0,1,SEC701-BATCH-007,2.0,"Threats, Vulnerabilities, and Mitigations",2.5,Explain the purpose of mitigation techniques used to secure the enterprise.,Privileged access workstations,dedicated-paw-separates-administration-from-browsing,hard,single_choice,scenario,,"Domain administrators currently use ordinary laptops for privileged changes, email, web browsing, and document editing. Which mitigation most directly reduces the chance that a phishing compromise of everyday activity leads to domain-level credential theft?",Require privileged administration from dedicated hardened workstations that are restricted from ordinary email and web use,Increase the ordinary laptops' screen-lock timeout,Store administrator passwords in a shared spreadsheet,Allow administrative sign-in from every managed endpoint,A,Privileged access workstations separate high-value administrative sessions from common attack channels and can be hardened for a narrowly defined purpose.,"The dedicated environment reduces exposure of privileged credentials to email, browsing, and general-purpose software.",Screen locking helps with unattended-device access but does not isolate privileged sessions from phishing and malware.,A shared spreadsheet weakens credential security and accountability.,Broadening where privileged accounts can sign in increases exposure.,Privileged access workstations|Administrative separation|Credential protection|Hardening,SRC-COMPTIA-SY0701-V6|SRC-NIST-SP800-53R5|SRC-NIST-SP800-207,CompTIA objective 2.5; privileged-access and least-privilege concepts.,2026-07-20,2026-07-20,2026-07-20,approved,initial-quality-review,,Automatically approved in the final accelerated-build batch. Future questions return to the normal draft and explicit-review workflow.
SEC701-0000136,SEC-701,CompTIA Security+,SY0-701,6.0,1,SEC701-BATCH-007,3.0,Security Architecture,3.1,Compare and contrast security implications of different architecture models.,IoT architecture,iot-limited-update-capability-segment-monitor,medium,single_choice,scenario,,"A building contains Internet-connected environmental sensors with limited processing power, infrequent vendor updates, and no support for endpoint security agents. Which design best reduces the risk these devices create?",Place the sensors on the same unrestricted network as finance workstations,"Inventory and uniquely identify the sensors, isolate them on a restricted segment, limit permitted communication, and monitor their behavior",Disable network monitoring because the devices have limited processors,Give every sensor local administrator access to nearby servers,B,"Constrained IoT devices often require compensating architectural controls. Inventory, segmentation, limited interfaces, and monitoring reduce exposure when host-based controls are unavailable.",A shared unrestricted network allows a compromised sensor to reach sensitive endpoints.,The controls account for device limitations while reducing reachable services and improving visibility.,Monitoring is especially useful when devices cannot run security agents.,Administrative access to servers greatly increases the potential impact of device compromise.,IoT security|Device constraints|Segmentation|Interface restriction|Monitoring,SRC-COMPTIA-SY0701-V6|SRC-NIST-IR8259A|SRC-NIST-SP800-53R5,CompTIA objective 3.1; NIST IoT device cybersecurity baseline.,2026-07-20,2026-07-20,2026-07-20,approved,initial-quality-review,,Automatically approved in the final accelerated-build batch. Future questions return to the normal draft and explicit-review workflow.
SEC701-0000137,SEC-701,CompTIA Security+,SY0-701,6.0,2,SEC701-BATCH-007,3.0,Security Architecture,3.1,Compare and contrast security implications of different architecture models.,Hybrid cloud architecture,hybrid-cloud-classify-encrypt-control-data-flow,hard,single_choice,scenario,,"A company keeps regulated records in an on-premises database but uses a public cloud analytics service. Only minimized approved fields may leave the local environment, the transfer must be encrypted, and the cloud identity must have narrow access. Which architecture best supports the requirement?",Replicate the complete raw database to a publicly accessible cloud bucket,Give the analytics service administrative access and rely on cloud audit logs,Use a controlled hybrid integration that sends only approved data through the protected connection,Disable classification labels because the data crosses two environments,C,"The controlled integration enforces data minimization, protected transport, and least-privilege access across the hybrid boundary.",Publicly exposing the full raw database violates the stated minimization and protection requirements.,Broad administrative access exceeds the analytics service's required privilege.,The integration sends only approved data through the encrypted connection using the restricted identity.,Classification remains important for applying consistent handling rules across environments.,Hybrid cloud|Data minimization|Encrypted connections|Least privilege|Trust boundaries,SRC-COMPTIA-SY0701-V6|SRC-NIST-SP800-207|SRC-NIST-PRIVACY-FRAMEWORK,"CompTIA objective 3.1; hybrid architecture, Zero Trust, and privacy principles.",2026-07-20,2026-07-27,2026-07-27,approved,terminology-and-answer-balance-audit,,Automatically approved in the final accelerated-build batch. Future questions return to the normal draft and explicit-review workflow. Revised during the Security+ terminology and answer-choice length audit.
SEC701-0000138,SEC-701,CompTIA Security+,SY0-701,6.0,1,SEC701-BATCH-007,3.0,Security Architecture,3.2,"Given a scenario, apply security principles to secure enterprise infrastructure.",Site-to-site VPNs,ipsec-vpn-connects-branch-networks,easy,single_choice,direct,,Two branch offices need an encrypted network-layer connection across the public Internet so hosts at either office can securely communicate with the other office's private network. Which solution is most appropriate?,An open wireless guest network,A public recursive DNS server,A forward web proxy,A site-to-site IPsec VPN,D,"A site-to-site IPsec VPN creates an encrypted, authenticated tunnel between network gateways, connecting the private branch networks.",An open guest network provides neither private-network connectivity nor appropriate protection.,A recursive DNS server resolves names and does not create an encrypted network tunnel.,A forward proxy mediates selected client application traffic rather than joining two private networks.,The IPsec tunnel protects IP traffic between the branch gateways over the public network.,IPsec|Site-to-site VPNs|Branch connectivity|Encrypted tunnels,SRC-COMPTIA-SY0701-V6|SRC-NIST-SP800-77R1,CompTIA objective 3.2; NIST IPsec VPN guidance.,2026-07-20,2026-07-20,2026-07-20,approved,initial-quality-review,,Automatically approved in the final accelerated-build batch. Future questions return to the normal draft and explicit-review workflow.
SEC701-0000139,SEC-701,CompTIA Security+,SY0-701,6.0,1,SEC701-BATCH-007,3.0,Security Architecture,3.3,Compare and contrast concepts and strategies to protect data.,Information rights management,irm-restrict-forward-print-expire-document,medium,single_choice,scenario,,"A company needs to send a confidential document to an external consultant. The recipient may read it for 14 days but should be prevented from forwarding, printing, or copying its contents. Which data-protection capability best matches the requirement?",Information rights management,Disk defragmentation,Network address translation,Data deduplication,A,"Information rights management applies persistent usage restrictions such as viewing periods, forwarding limits, printing restrictions, and copy controls.",The policy remains associated with the protected document and controls how the recipient may use it.,Defragmentation reorganizes stored blocks and does not enforce document usage.,NAT changes network addressing and does not control document actions.,Deduplication reduces repeated storage and does not restrict recipients.,Information rights management|Document protection|Usage restrictions|Data loss prevention,SRC-COMPTIA-SY0701-V6|SRC-NIST-SP800-53R5,CompTIA objective 3.3; information-flow and usage-control concepts.,2026-07-20,2026-07-20,2026-07-20,approved,initial-quality-review,,Automatically approved in the final accelerated-build batch. Future questions return to the normal draft and explicit-review workflow.
SEC701-0000140,SEC-701,CompTIA Security+,SY0-701,6.0,1,SEC701-BATCH-007,3.0,Security Architecture,3.4,Explain the importance of resilience and recovery in security architecture.,Power resilience,ups-bridges-generator-startup,medium,single_choice,scenario,,A data center has a generator that requires about 45 seconds to start and stabilize after utility power fails. Which component should provide immediate short-duration power to keep systems operating during that interval?,A cold recovery site,An uninterruptible power supply,A network load balancer,A differential backup,B,A UPS supplies near-immediate temporary power and bridges the interval until a generator or other longer-duration source becomes available.,A cold site is an alternate facility and does not provide immediate local power.,Battery-backed UPS power prevents interruption during generator startup.,A load balancer distributes network requests and does not provide electrical power.,A backup protects data for recovery but does not maintain live power.,UPS|Generators|Power redundancy|Availability|Data center resilience,SRC-COMPTIA-SY0701-V6|SRC-NIST-SP800-34R1|SRC-NIST-SP800-53R5,CompTIA objective 3.4; contingency and power-resilience concepts.,2026-07-20,2026-07-20,2026-07-20,approved,initial-quality-review,,Automatically approved in the final accelerated-build batch. Future questions return to the normal draft and explicit-review workflow.
SEC701-0000141,SEC-701,CompTIA Security+,SY0-701,6.0,1,SEC701-BATCH-007,3.0,Security Architecture,3.4,Explain the importance of resilience and recovery in security architecture.,Continuity tabletop exercises,tabletop-exercise-discussion-no-production-failover,hard,single_choice,comparison,,"Business leaders and technical teams meet to walk through a regional outage scenario, discuss decisions, identify missing contacts, and evaluate the continuity plan. They do not interrupt production systems or activate the alternate site. Which test method is being used?",A full interruption test,A parallel processing test,A tabletop exercise,A destructive penetration test,C,"A tabletop exercise is a discussion-based walkthrough of roles, decisions, communications, and plan gaps without performing a live production failover.",A full interruption test stops or replaces production operations and carries substantially greater operational risk.,A parallel test operates recovery systems alongside production to verify processing capability.,The participants discuss the scenario and plan response without activating systems.,A penetration test evaluates security weaknesses rather than business continuity decision-making.,Tabletop exercises|Business continuity testing|Plan validation|Communications,SRC-COMPTIA-SY0701-V6|SRC-NIST-SP800-34R1,CompTIA objective 3.4; NIST contingency-plan testing methods.,2026-07-20,2026-07-20,2026-07-20,approved,initial-quality-review,,Automatically approved in the final accelerated-build batch. Future questions return to the normal draft and explicit-review workflow.
SEC701-0000142,SEC-701,CompTIA Security+,SY0-701,6.0,2,SEC701-BATCH-007,4.0,Security Operations,4.2,"Explain the security implications of proper hardware, software, and data asset management.",Asset tagging,asset-tag-serial-owner-location-inventory,easy,single_choice,scenario,,A technician receives a new company laptop and must make it traceable before issuing it to an employee. Which action best supports ongoing asset accountability?,Remove the manufacturer's serial-number label before assignment,Record only the laptop's current IP address in the inventory,Let the employee decide whether the device should be inventoried,"Apply a unique asset tag and record its serial number, owner, location, and status",D,"A unique tag linked to durable identifying, ownership, location, and lifecycle data supports tracking and accountability.",Removing identifying information weakens traceability.,IP addresses can change and do not establish durable ownership or lifecycle records.,Organizational assets require consistent centralized accountability.,The tag and inventory fields provide persistent identification and responsibility.,Asset tagging|Inventory|Ownership|Lifecycle status|Device accountability,SRC-COMPTIA-SY0701-V6|SRC-NIST-SP800-53R5,CompTIA objective 4.2; NIST system-component inventory controls.,2026-07-20,2026-07-27,2026-07-27,approved,terminology-and-answer-balance-audit,,Automatically approved in the final accelerated-build batch. Future questions return to the normal draft and explicit-review workflow. Revised during the Security+ terminology and answer-choice length audit.
SEC701-0000143,SEC-701,CompTIA Security+,SY0-701,6.0,1,SEC701-BATCH-007,4.0,Security Operations,4.3,Explain various activities associated with vulnerability management.,False-positive validation,validate-scanner-finding-before-risk-exception,medium,single_choice,scenario,,A scanner reports that an Internet-facing server is vulnerable because of a software version inferred from its banner. The administrator believes the vendor backported the security fix without changing the displayed version. What should the vulnerability team do next?,"Validate the finding using authenticated package information, vendor advisories, or a safe targeted check before closing or escalating it",Delete the finding because the administrator disagrees with the scanner,Accept the risk permanently without collecting additional evidence,Disable all future scans of the server,A,Potential false positives should be resolved through evidence-based validation. Authenticated data and vendor information can determine whether the backported fix is actually present.,The approach confirms the real patch state before making a remediation or exception decision.,An unsupported assertion is not sufficient to close a security finding.,Risk acceptance requires an informed decision and does not replace technical validation.,Suppressing future visibility leaves the asset less effectively monitored.,False positives|Vulnerability validation|Backported patches|Authenticated evidence,SRC-COMPTIA-SY0701-V6|SRC-NIST-SP800-40R4|SRC-NIST-SP800-115,CompTIA objective 4.3; NIST vulnerability verification and patch guidance.,2026-07-20,2026-07-20,2026-07-20,approved,initial-quality-review,,Automatically approved in the final accelerated-build batch. Future questions return to the normal draft and explicit-review workflow.
SEC701-0000144,SEC-701,CompTIA Security+,SY0-701,6.0,2,SEC701-BATCH-007,4.0,Security Operations,4.4,Explain security alerting and monitoring concepts and tools.,Immutable security logs,immutable-log-storage-prevents-attacker-deletion,hard,single_choice,scenario,,An attacker who compromises an administrator account deletes local event logs to conceal activity. Which logging design most directly preserves an independent record despite the compromised account?,Keep the only log copy locally and restrict ordinary users from the log directory,Forward logs to append-only storage managed separately from the monitored server,Reduce logged events so the administrator has fewer records to delete,Forward logs to another server administered by the same compromised account,B,Append-only remote storage under separate administration preserves an independent evidence copy when the local administrator account is compromised.,A local-only copy remains under the compromised administrator's control.,Tamper-resistant storage and separate administration protect the independent record.,Logging fewer events reduces visibility and does not protect retained records.,"A separate server is helpful, but the same compromised administrative authority could still alter or delete its logs.",Log integrity|Immutable storage|Centralized logging|Separation of duties|Forensics,SRC-COMPTIA-SY0701-V6|SRC-NIST-SP800-92|SRC-NIST-SP800-53R5,CompTIA objective 4.4; NIST log protection and integrity controls.,2026-07-20,2026-07-27,2026-07-27,approved,terminology-and-answer-balance-audit,,Automatically approved in the final accelerated-build batch. Future questions return to the normal draft and explicit-review workflow. Revised during the Security+ terminology and answer-choice length audit.
