question_id,test_id,certification,exam_version,objectives_version,question_version,batch_id,domain_id,domain_name,objective_id,objective_text,topic,concept_key,difficulty,question_type,question_style,question_instruction,question_text,answer_a,answer_b,answer_c,answer_d,correct_answers,correct_explanation,answer_a_explanation,answer_b_explanation,answer_c_explanation,answer_d_explanation,study_topics,source_ids,reference_notes,date_added,date_modified,date_reviewed,review_status,reviewer,quality_flags,author_notes
NET009-0000071,NET-009,CompTIA Network+,N10-009,6.0,1,NET009-BATCH-003,4.0,Network Security,4.3,"Given a scenario, apply network security features, defense techniques, and solutions.",Device hardening,disable-unused-services-secure-management,medium,multi_select,scenario,Select TWO answers.,Which TWO actions most directly reduce the attack surface of a newly installed network switch?,Enable Telnet so administrators can manage the switch from more devices.,Disable unused services and administratively shut down unused interfaces.,Configure one shared administrator account for the entire operations team.,Replace default credentials and permit encrypted management protocols such as SSH.,B|D,Disabling unused services and ports removes unnecessary exposure. Replacing default credentials and requiring encrypted management reduces the risk of credential abuse and interception.,Telnet transmits session data without the protection provided by SSH and increases management exposure.,Correct. Removing unused services and interfaces reduces reachable functionality that could be abused.,A shared administrator account weakens individual accountability and credential control.,Correct. Unique protected credentials and encrypted management are core device-hardening measures.,Device hardening|Secure management|Unused services|Default credentials,SRC-COMPTIA-N10009-V6|SRC-NIST-SP800-41R1|SRC-RFC4251,"CompTIA objective 4.3 includes changing default credentials, disabling unnecessary ports and services, and using secure protocols.",2026-07-25,2026-07-25,2026-07-25,approved,CertHappens accelerated internal review,,Accelerated staging approval authorized by the repository owner on 2026-07-25.
NET009-0000072,NET-009,CompTIA Network+,N10-009,6.0,1,NET009-BATCH-003,5.0,Network Troubleshooting,5.1,Explain the troubleshooting methodology.,Troubleshooting documentation,document-findings-actions-outcomes,easy,single_choice,direct,Select the best answer.,"After a network problem is resolved and service is verified, which final troubleshooting step preserves useful information for future incidents?",Remove the successful configuration from backup storage.,Develop a new theory for the already resolved issue.,"Document the findings, actions taken, and outcome.",Replace additional components that are functioning normally.,C,"Documenting the symptoms, root cause, corrective actions, and outcome creates an operational record that can improve future troubleshooting and change history.",Removing a known-good backup reduces recovery capability and does not preserve incident knowledge.,A new theory is unnecessary once the issue has been resolved and verified.,Correct. Documentation captures what happened and how the problem was corrected.,Replacing working components introduces risk and is not part of closing a resolved incident.,Troubleshooting methodology|Documentation|Root cause|Lessons learned,SRC-COMPTIA-N10009-V6,"CompTIA objective 5.1 identifies documenting findings, actions, outcomes, and lessons learned as the final troubleshooting step.",2026-07-25,2026-07-25,2026-07-25,approved,CertHappens accelerated internal review,,Accelerated staging approval authorized by the repository owner on 2026-07-25.
NET009-0000073,NET-009,CompTIA Network+,N10-009,6.0,1,NET009-BATCH-003,5.0,Network Troubleshooting,5.2,"Given a scenario, troubleshoot common cabling and physical interface issues.",Ethernet interface negotiation,duplex-mismatch-late-collisions-errors,medium,single_choice,scenario,Select the best answer.,"One end of an Ethernet link is forced to 100 Mbps full duplex. The other end is configured for autonegotiation and operates at half duplex. The link remains up, but users report poor performance and the interfaces show collision-related errors. What is the most likely issue?",A duplex mismatch,A DNS zone-transfer failure,A depleted IPv6 address pool,A wireless channel-width conflict,A,"When one side operates full duplex and the other side operates half duplex, the link can remain active while experiencing collisions, late collisions, frame errors, and severe performance degradation.",Correct. The two interfaces are using incompatible duplex modes.,DNS zone transfer affects name-service replication and does not create collision counters on an Ethernet interface.,IPv6 addressing does not explain a link that is up with collision-related physical-interface errors.,Wireless channel settings do not affect duplex negotiation on a wired Ethernet link.,Duplex mismatch|Autonegotiation|Interface counters|Ethernet errors,SRC-COMPTIA-N10009-V6|SRC-IEEE-8023,"CompTIA objectives 2.2 and 5.2 include speed, duplex, interface status, and error counters.",2026-07-25,2026-07-25,2026-07-25,approved,CertHappens accelerated internal review,,Accelerated staging approval authorized by the repository owner on 2026-07-25.
NET009-0000074,NET-009,CompTIA Network+,N10-009,6.0,1,NET009-BATCH-003,5.0,Network Troubleshooting,5.3,"Given a scenario, troubleshoot common issues with network services.",Duplicate addressing,duplicate-ip-arp-mac-alternation,hard,single_choice,scenario,Select the best answer.,"A server intermittently loses connectivity. During the outage, an administrator observes that the ARP entry for the server's IPv4 address alternates between two different MAC addresses. Both devices are on the same VLAN. What is the most likely cause?",An incorrect DNS CNAME record,A missing wireless controller,An undersized fiber transceiver,A duplicate IPv4 address,D,"If two devices use the same IPv4 address, each may answer ARP requests with its own MAC address. Neighboring systems can repeatedly update the ARP mapping, causing traffic to alternate between the devices.",A CNAME record affects name resolution and does not cause one IPv4 address to map to alternating local MAC addresses.,A wireless controller is unrelated to two wired devices answering for the same IPv4 address.,A transceiver mismatch can disrupt a physical link but does not create competing ARP replies from two MAC addresses.,Correct. Two devices claiming the same IPv4 address explain the alternating ARP entries and intermittent reachability.,Duplicate IP|ARP|Address conflicts|VLAN troubleshooting,SRC-COMPTIA-N10009-V6|SRC-RFC826,RFC 826 defines ARP address-to-MAC resolution. CompTIA objective 5.3 includes duplicate IP addresses.,2026-07-25,2026-07-25,2026-07-25,approved,CertHappens accelerated internal review,,Accelerated staging approval authorized by the repository owner on 2026-07-25.
NET009-0000075,NET-009,CompTIA Network+,N10-009,6.0,1,NET009-BATCH-003,5.0,Network Troubleshooting,5.3,"Given a scenario, troubleshoot common issues with network services.",Route troubleshooting,missing-default-route-remote-destinations,medium,single_choice,scenario,Select the best answer.,"A branch router can reach all directly connected networks, but it cannot reach any other destination. The routing table contains connected routes only and has no dynamically learned routes. Which configuration is most likely missing?",A DNS PTR record,A default route toward the upstream router,A second native VLAN on the access switch,A local NTP stratum value,B,"When a router has no specific route to remote destinations, a default route can direct unmatched traffic toward an upstream router that knows the broader network paths.",A PTR record supports reverse DNS lookup and does not add network reachability.,"Correct. With only connected routes present, a default route provides a next hop for otherwise unknown destinations.",A native VLAN setting does not populate the branch router's Layer 3 routing table.,NTP stratum relates to time-source distance and does not determine packet forwarding.,Default route|Routing table|Next hop|Remote connectivity,SRC-COMPTIA-N10009-V6|SRC-RFC4632,CompTIA objective 5.3 includes default routes and route-selection troubleshooting.,2026-07-25,2026-07-25,2026-07-25,approved,CertHappens accelerated internal review,,Accelerated staging approval authorized by the repository owner on 2026-07-25.
NET009-0000076,NET-009,CompTIA Network+,N10-009,6.0,1,NET009-BATCH-003,5.0,Network Troubleshooting,5.4,"Given a scenario, troubleshoot common performance issues.",Wireless roaming,insufficient-cell-overlap-roaming-drop,medium,single_choice,scenario,Select the best answer.,Wireless clients use the same SSID and security settings on several access points. Calls drop when users walk between two areas because the first access point becomes unusable before the second access point has a strong enough signal. What is the best corrective action?,Configure different SSIDs on every access point.,Reduce both access points to the lowest transmit power without testing.,Perform a wireless survey and adjust access-point placement or power to provide appropriate cell overlap.,Disable roaming and require users to reconnect manually.,C,Roaming depends on usable coverage from the next access point before the current connection degrades too far. A survey can identify the gap and guide placement or power changes that create appropriate overlap.,Different SSIDs would hinder seamless roaming rather than correct the coverage gap.,Reducing power without measurement could make the gap worse.,Correct. Survey-driven placement and power adjustments address insufficient overlap between cells.,Manual reconnection does not solve the underlying coverage problem and disrupts mobile use.,Wireless roaming|Coverage|Cell overlap|Site survey,SRC-COMPTIA-N10009-V6|SRC-IEEE-80211,"CompTIA objectives 3.1 and 5.4 include wireless surveys, coverage, disassociation, and roaming.",2026-07-25,2026-07-25,2026-07-25,approved,CertHappens accelerated internal review,,Accelerated staging approval authorized by the repository owner on 2026-07-25.
NET009-0000077,NET-009,CompTIA Network+,N10-009,6.0,1,NET009-BATCH-003,5.0,Network Troubleshooting,5.5,"Given a scenario, use the appropriate tool or protocol to solve networking issues.",DNS troubleshooting tools,dig-query-dns-records,easy,single_choice,direct,Select the best answer.,Which command-line tool is designed to query DNS servers and display DNS record responses?,dig,arp,netstat,traceroute,A,"The dig utility sends DNS queries and displays the returned records and response details, making it useful for diagnosing DNS resolution.",Correct. dig is a DNS query and troubleshooting utility.,arp displays or modifies local address-resolution cache information.,"netstat displays network connections, listening sockets, and related local statistics.",traceroute discovers the sequence of routed hops toward a destination.,dig|DNS queries|Name-resolution troubleshooting|Command-line tools,SRC-COMPTIA-N10009-V6|SRC-RFC1035,CompTIA objective 5.5 includes dig and nslookup. RFC 1035 defines DNS query and response behavior.,2026-07-25,2026-07-25,2026-07-25,approved,CertHappens accelerated internal review,,Accelerated staging approval authorized by the repository owner on 2026-07-25.
NET009-0000078,NET-009,CompTIA Network+,N10-009,6.0,1,NET009-BATCH-003,5.0,Network Troubleshooting,5.5,"Given a scenario, use the appropriate tool or protocol to solve networking issues.",Neighbor discovery,lldp-vendor-neutral-adjacent-device-discovery,hard,single_choice,comparison,Select the best answer.,A technician is mapping connections in a network containing switches from several vendors. Which protocol should the technician prefer to discover directly connected devices and their port information using a vendor-neutral standard?,NTP,TFTP,CDP,LLDP,D,"Link Layer Discovery Protocol is an IEEE standard that allows adjacent devices to advertise identity, port, and capability information across a local link. It is vendor neutral.",NTP synchronizes time and does not discover adjacent network devices.,TFTP transfers files and does not advertise neighbor or port information.,CDP performs neighbor discovery but is associated with a specific vendor rather than being the requested vendor-neutral standard.,Correct. LLDP is the IEEE-standard protocol for vendor-neutral link-layer neighbor discovery.,LLDP|CDP|Neighbor discovery|Topology mapping,SRC-COMPTIA-N10009-V6|SRC-IEEE-8021AB,IEEE 802.1AB defines LLDP for station and media-access-control connectivity discovery.,2026-07-25,2026-07-25,2026-07-25,approved,CertHappens accelerated internal review,,Accelerated staging approval authorized by the repository owner on 2026-07-25.
NET009-0000079,NET-009,CompTIA Network+,N10-009,6.0,1,NET009-BATCH-004,1.0,Networking Concepts,1.1,Explain concepts related to the Open Systems Interconnection (OSI) reference model.,OSI network layer,router-layer3-forwarding-and-ttl,medium,single_choice,scenario,Select the best answer.,"A router receives an Ethernet frame, removes the data-link header, examines the destination IP address, decrements the packet's TTL, and selects the next hop. At which OSI layer are these forwarding actions primarily occurring?",Physical layer,Transport layer,Network layer,Session layer,C,"IP addressing, routed forwarding, next-hop selection, and TTL processing are network-layer functions. The router receives the packet inside a data-link frame but makes the forwarding decision at Layer 3.",The physical layer handles signaling and media transmission rather than IP forwarding decisions.,The transport layer handles end-to-end protocols such as TCP and UDP and their port numbers.,Correct. Routing based on an IP destination and updating TTL are network-layer operations.,The session layer manages communication sessions and does not perform routed packet forwarding.,OSI model|Layer 3|Routing|TTL,SRC-COMPTIA-N10009-V6|SRC-RFC8200,CompTIA objective 1.1 maps routed forwarding to the network layer. IP packet forwarding includes hop-limit or TTL processing.,2026-07-25,2026-07-25,2026-07-25,approved,CertHappens accelerated internal review,,Accelerated staging approval authorized by the repository owner on 2026-07-25.
NET009-0000080,NET-009,CompTIA Network+,N10-009,6.0,1,NET009-BATCH-004,1.0,Networking Concepts,1.2,"Compare and contrast networking appliances, applications, and functions.",Proxy services,reverse-proxy-protects-origin-servers,medium,single_choice,scenario,Select the best answer.,An organization wants Internet clients to connect to one public service address while the actual web servers remain hidden on private networks. The intermediary should terminate client connections and forward approved requests to the internal servers. Which function best meets the requirement?,A reverse proxy,A forward proxy,A wireless LAN controller,A storage area network,A,A reverse proxy accepts connections on behalf of protected origin servers and forwards requests to those servers. It can hide internal server addresses and centralize controls such as TLS termination and request filtering.,Correct. A reverse proxy represents servers to external clients and forwards approved requests to internal origins.,A forward proxy represents clients when they access external services rather than representing internal servers to outside users.,A wireless LAN controller coordinates access points and wireless policy.,A storage area network provides block-storage connectivity rather than application proxying.,Reverse proxy|Forward proxy|Network appliances|Application delivery,SRC-COMPTIA-N10009-V6|SRC-NIST-SP800-41R1,CompTIA objective 1.2 includes proxy functions. NIST SP 800-41 Rev. 1 discusses application-proxy firewall behavior.,2026-07-25,2026-07-25,2026-07-25,approved,CertHappens accelerated internal review,,Accelerated staging approval authorized by the repository owner on 2026-07-25.
NET009-0000081,NET-009,CompTIA Network+,N10-009,6.0,1,NET009-BATCH-004,1.0,Networking Concepts,1.2,"Compare and contrast networking appliances, applications, and functions.",Network storage,nas-file-level-vs-san-block-level,easy,single_choice,comparison,Select the best answer.,Which statement correctly compares network-attached storage with a storage area network?,"A NAS normally provides only raw block devices, while a SAN provides shared files through SMB.","A NAS commonly provides file-level access, while a SAN commonly provides block-level storage to servers.","A NAS is a routing protocol, while a SAN is a wireless security protocol.","A NAS requires Internet connectivity, while a SAN cannot operate on a private network.",B,Network-attached storage exposes shared files through file protocols. A storage area network provides block-storage resources that servers typically treat like locally attached disks.,"The access models are reversed. File-level access is associated with NAS, while block-level access is associated with SANs.","Correct. NAS commonly supplies shared files, and SANs commonly present block storage to servers.",Both terms describe storage architectures rather than routing or wireless protocols.,Both NAS and SAN solutions can operate entirely within private organizational networks.,NAS|SAN|File storage|Block storage,SRC-COMPTIA-N10009-V6|SRC-SNIA-DICTIONARY,The SNIA Dictionary distinguishes network-attached file storage from block-oriented storage networking.,2026-07-25,2026-07-25,2026-07-25,approved,CertHappens accelerated internal review,,Accelerated staging approval authorized by the repository owner on 2026-07-25.
NET009-0000082,NET-009,CompTIA Network+,N10-009,6.0,1,NET009-BATCH-004,1.0,Networking Concepts,1.3,Summarize cloud concepts and connectivity options.,Cloud connectivity,dedicated-cloud-direct-connection,hard,best_available,scenario,Select the BEST answer for predictable private cloud connectivity.,"A financial company must connect its data center to a cloud virtual network. It needs predictable bandwidth, lower variability than an Internet VPN, and a private provider connection that does not traverse the public Internet. Which option best meets the requirement?",A clientless remote-access VPN used through employee browsers,A public web proxy with content filtering,A DNS forwarding rule between the environments,A dedicated direct cloud connection through the provider or a connectivity partner,D,A dedicated direct connection provides private connectivity into a cloud provider network with more predictable capacity and path characteristics than an encrypted tunnel carried over the public Internet.,"Clientless VPN access is designed for individual users and selected applications, not a dedicated data-center interconnect.",A proxy intermediates application requests and does not create private routed connectivity between networks.,DNS forwarding supports name resolution but does not provide a data path between the data center and cloud network.,"Correct. A dedicated direct connection is intended for private, predictable cloud connectivity.",Cloud connectivity|Direct connection|VPN|Virtual private cloud,SRC-COMPTIA-N10009-V6,CompTIA objective 1.3 compares VPN and direct-connectivity options for cloud networks.,2026-07-25,2026-07-25,2026-07-25,approved,CertHappens accelerated internal review,,Accelerated staging approval authorized by the repository owner on 2026-07-25.
NET009-0000083,NET-009,CompTIA Network+,N10-009,6.0,1,NET009-BATCH-004,1.0,Networking Concepts,1.4,"Explain common networking ports, protocols, services, and traffic types.",Common ports and services,dhcp-and-ntp-udp-ports,medium,multi_select,direct,Select TWO answers.,Which TWO statements correctly match a network service with its commonly assigned transport port?,DHCP servers commonly listen on UDP port 67.,NTP commonly uses TCP port 443.,NTP commonly uses UDP port 123.,DHCP clients commonly listen on TCP port 25.,A|C,DHCP uses UDP ports 67 and 68 for server and client communication. Network Time Protocol commonly uses UDP port 123.,Correct. DHCP server traffic is commonly associated with UDP port 67.,TCP port 443 is commonly used for HTTPS rather than standard NTP.,Correct. NTP commonly uses UDP port 123.,TCP port 25 is commonly associated with SMTP. DHCP clients commonly use UDP port 68.,DHCP ports|NTP port|UDP|Common services,SRC-COMPTIA-N10009-V6|SRC-IANA-SERVICE-NAMES|SRC-RFC2131|SRC-RFC5905,"IANA and the relevant RFCs identify DHCP server UDP 67, DHCP client UDP 68, and NTP UDP 123.",2026-07-25,2026-07-25,2026-07-25,approved,CertHappens accelerated internal review,,Accelerated staging approval authorized by the repository owner on 2026-07-25.
NET009-0000084,NET-009,CompTIA Network+,N10-009,6.0,1,NET009-BATCH-004,1.0,Networking Concepts,1.5,Compare and contrast transmission media and transceivers.,Copper Ethernet media,cat6a-10gbase-t-100m,easy,single_choice,direct,Select the best answer.,Which twisted-pair cable category is designed to support 10GBASE-T Ethernet over the standard 100-meter channel length?,Category 3,Category 6A,RG-6,OS2,B,Category 6A is designed to support 10GBASE-T over a 100-meter balanced twisted-pair channel.,Category 3 is an older twisted-pair category and is not designed for 10GBASE-T at 100 meters.,Correct. Category 6A supports 10-gigabit Ethernet over the standard 100-meter channel.,RG-6 is coaxial cable rather than balanced twisted-pair Ethernet cabling.,OS2 identifies single-mode optical fiber rather than copper twisted-pair cable.,Category 6A|10GBASE-T|Copper cabling|Ethernet,SRC-COMPTIA-N10009-V6|SRC-IEEE-8023,CompTIA objective 1.5 includes copper cable categories and Ethernet standards. IEEE 802.3 defines 10GBASE-T.,2026-07-25,2026-07-25,2026-07-25,approved,CertHappens accelerated internal review,,Accelerated staging approval authorized by the repository owner on 2026-07-25.
NET009-0000085,NET-009,CompTIA Network+,N10-009,6.0,1,NET009-BATCH-004,1.0,Networking Concepts,1.7,"Given a scenario, use appropriate IPv4 network addressing.",IPv4 link-local addressing,apipa-dhcp-failure-169254,easy,single_choice,scenario,Select the best answer.,A Windows workstation is configured for DHCP but cannot contact a DHCP server. It assigns itself the address 169.254.44.18 with a 16-bit prefix. What type of address is this?,A public IPv4 address assigned by the ISP,A loopback address,A private address from RFC 1918,An IPv4 link-local address commonly associated with APIPA,D,The 169.254.0.0/16 range is reserved for IPv4 link-local addressing. Systems may self-assign an address from this range when normal address configuration is unavailable.,The 169.254.0.0/16 range is not globally routed public address space.,IPv4 loopback addresses are in 127.0.0.0/8.,"RFC 1918 private ranges are 10.0.0.0/8, 172.16.0.0/12, and 192.168.0.0/16.",Correct. The address is an IPv4 link-local address commonly produced by APIPA behavior.,APIPA|IPv4 link-local|DHCP failure|169.254.0.0/16,SRC-COMPTIA-N10009-V6|SRC-RFC3927,RFC 3927 defines dynamic configuration of IPv4 link-local addresses in 169.254.0.0/16.,2026-07-25,2026-07-25,2026-07-25,approved,CertHappens accelerated internal review,,Accelerated staging approval authorized by the repository owner on 2026-07-25.
NET009-0000086,NET-009,CompTIA Network+,N10-009,6.0,1,NET009-BATCH-004,2.0,Network Implementation,2.1,Explain characteristics of routing technologies.,Router subinterfaces,router-on-a-stick-subinterfaces,medium,single_choice,scenario,Select the best answer.,"A Layer 2 switch carries VLANs 10, 20, and 30 across one 802.1Q trunk to a router. The router must provide a separate default gateway for each VLAN through that one physical interface. Which router configuration is required?",One loopback interface for each access switch,One static default route for each VLAN,One tagged subinterface with an IP address for each VLAN,One DHCP relay configured on the physical interface without VLAN tags,C,Router-on-a-stick uses logical subinterfaces on one physical router interface. Each subinterface is associated with an 802.1Q VLAN and receives an IP address that can serve as that VLAN's gateway.,Loopback interfaces are logical router addresses but do not terminate the tagged VLAN trunk for client gateways.,Default routes determine where unknown destinations are forwarded and do not create interfaces for each VLAN.,Correct. Tagged subinterfaces allow one physical router link to route for multiple VLANs.,A DHCP relay forwards address requests but does not create separate routed VLAN interfaces.,Router subinterfaces|802.1Q|Router-on-a-stick|Inter-VLAN routing,SRC-COMPTIA-N10009-V6|SRC-IEEE-8021Q,CompTIA objective 2.1 includes subinterfaces. IEEE 802.1Q defines VLAN tagging used on the trunk.,2026-07-25,2026-07-25,2026-07-25,approved,CertHappens accelerated internal review,,Accelerated staging approval authorized by the repository owner on 2026-07-25.
NET009-0000087,NET-009,CompTIA Network+,N10-009,6.0,1,NET009-BATCH-004,2.0,Network Implementation,2.2,"Given a scenario, configure switching technologies and features.",Voice VLANs,voice-vlan-phone-and-pc-port,medium,single_choice,scenario,Select the best answer.,"An IP phone connects to a switch port, and a user's computer connects through the phone. Voice traffic must be placed in VLAN 40 while the computer remains in data VLAN 20. Which switch-port configuration best meets the requirement?",Configure the port with data VLAN 20 and a separate voice VLAN 40.,Place all traffic into VLAN 40 and remove the data VLAN.,Configure the port as a routed Layer 3 interface with no VLAN membership.,Assign the port only to the native VLAN of an unrelated trunk.,A,A voice-VLAN configuration allows the phone to tag voice traffic for the voice VLAN while the attached computer's data traffic remains in the configured access VLAN.,Correct. The port can support a data access VLAN and a distinct voice VLAN.,This would combine voice and user data rather than segmenting them as required.,A routed port does not provide the access and voice VLAN behavior required for the phone and attached computer.,A native VLAN setting on an unrelated trunk does not create the requested voice and data separation.,Voice VLAN|Access VLAN|IP phones|VLAN segmentation,SRC-COMPTIA-N10009-V6|SRC-IEEE-8021Q,CompTIA objective 2.2 includes data and voice VLANs.,2026-07-25,2026-07-25,2026-07-25,approved,CertHappens accelerated internal review,,Accelerated staging approval authorized by the repository owner on 2026-07-25.
NET009-0000088,NET-009,CompTIA Network+,N10-009,6.0,1,NET009-BATCH-004,2.0,Network Implementation,2.3,"Given a scenario, select and configure wireless devices and technologies.",Wireless channel planning,neighboring-aps-nonoverlapping-channels,easy,single_choice,direct,Select the best answer.,"When nearby access points provide overlapping 2.4 GHz coverage, which channel-planning approach best reduces interference between the cells?",Assign every access point the same channel at maximum power.,Assign neighboring access points different non-overlapping channels after a site survey.,Disable all channel selection and allow clients to choose a channel.,Use wider channels on every access point regardless of nearby networks.,B,"Neighboring cells should be planned with non-overlapping channels when possible. A site survey helps account for existing use, signal levels, and cell overlap.",Using the same channel on adjacent cells can increase contention and co-channel interference.,Correct. Non-overlapping channel assignments reduce interference between nearby cells.,"Access points, not clients, select the channel on which the basic service set operates.",Wider channels consume more spectrum and can increase overlap in crowded 2.4 GHz environments.,Wireless channels|2.4 GHz|Site survey|Interference,SRC-COMPTIA-N10009-V6|SRC-IEEE-80211,"CompTIA objective 2.3 includes channel selection, channel width, frequency bands, and wireless surveys.",2026-07-25,2026-07-25,2026-07-25,approved,CertHappens accelerated internal review,,Accelerated staging approval authorized by the repository owner on 2026-07-25.
NET009-0000089,NET-009,CompTIA Network+,N10-009,6.0,1,NET009-BATCH-004,2.0,Network Implementation,2.3,"Given a scenario, select and configure wireless devices and technologies.",Band steering,band-steering-dual-band-clients,medium,single_choice,scenario,Select the best answer.,A wireless network has many dual-band clients crowding the 2.4 GHz band even though 5 GHz coverage is strong. Which feature can encourage compatible clients to use the less-congested 5 GHz band?,Port mirroring,DHCP relay,Spanning tree,Band steering,D,"Band steering attempts to guide capable clients toward a preferred frequency band, commonly moving dual-band clients away from a congested 2.4 GHz band when suitable higher-frequency coverage is available.",Port mirroring copies switch traffic for monitoring and does not influence wireless band selection.,DHCP relay forwards address-assignment traffic across routed boundaries.,Spanning tree prevents Layer 2 loops and does not steer wireless clients between frequency bands.,Correct. Band steering encourages capable clients to associate on a preferred band.,Band steering|2.4 GHz|5 GHz|Wireless capacity,SRC-COMPTIA-N10009-V6|SRC-IEEE-80211,CompTIA objective 2.3 specifically includes band steering.,2026-07-25,2026-07-25,2026-07-25,approved,CertHappens accelerated internal review,,Accelerated staging approval authorized by the repository owner on 2026-07-25.
NET009-0000090,NET-009,CompTIA Network+,N10-009,6.0,1,NET009-BATCH-004,2.0,Network Implementation,2.4,Explain important factors of physical installations.,Telecommunications spaces,mdf-vs-idf-building-distribution,hard,single_choice,scenario,Select the best answer.,"A three-story office has one room where the service-provider handoff, core switches, and building backbone terminate. Each floor also has a smaller room containing access switches and horizontal cabling for that floor. What are these rooms?","The central room is an IDF, and each floor room is an MDF.",All rooms are screened subnets.,"The central room is the MDF, and each floor room is an IDF.","The central room is a cold site, and each floor room is a warm site.",C,The main distribution frame is the primary building telecommunications space and commonly contains the service entrance and core distribution. Intermediate distribution frames serve local floors or areas and connect back to the MDF.,The roles are reversed. The central building distribution room is the MDF.,A screened subnet is a logical security zone rather than a telecommunications room.,"Correct. The MDF is the main building distribution point, and IDFs distribute connectivity to local areas or floors.","Cold and warm sites are disaster-recovery facilities, not normal building wiring spaces.",MDF|IDF|Horizontal cabling|Backbone cabling,SRC-COMPTIA-N10009-V6,CompTIA objective 2.4 includes MDF and IDF placement and physical installation considerations.,2026-07-25,2026-07-25,2026-07-25,approved,CertHappens accelerated internal review,,Accelerated staging approval authorized by the repository owner on 2026-07-25.
NET009-0000091,NET-009,CompTIA Network+,N10-009,6.0,1,NET009-BATCH-004,2.0,Network Implementation,2.4,Explain important factors of physical installations.,Power capacity,continuous-pdu-load-calculation,hard,single_choice,calculation,Select the best answer.,"A 120 V, 20 A circuit is limited by policy to 80% continuous utilization. A rack contains eight 90 W switches and two 450 W servers. Based only on the stated loads, how much capacity remains before reaching the policy limit?",300 W,480 W,780 W,"1,620 W",A,"The policy limit is 120 V multiplied by 20 A multiplied by 0.80, which equals 1,920 W. The equipment load is eight times 90 W plus two times 450 W, which equals 1,620 W. The remaining capacity is 300 W.","Correct. 1,920 W allowed minus 1,620 W used leaves 300 W.",This does not match the difference between the stated policy limit and the equipment load.,This is larger than the remaining capacity after both server and switch loads are included.,"This is the equipment load itself, not the unused capacity.",Power load|PDU|Continuous utilization|Rack capacity,SRC-COMPTIA-N10009-V6,"Programmatic check: 120 × 20 × 0.80 = 1,920 W; 8 × 90 + 2 × 450 = 1,620 W; remaining capacity = 300 W.",2026-07-25,2026-07-25,2026-07-25,approved,CertHappens accelerated internal review,,Accelerated staging approval authorized by the repository owner on 2026-07-25.
NET009-0000092,NET-009,CompTIA Network+,N10-009,6.0,1,NET009-BATCH-004,3.0,Network Operations,3.1,Explain the purpose of organizational processes and procedures.,Network documentation,logical-diagram-subnets-vlans-routing,easy,single_choice,direct,Select the best answer.,"Which document should an administrator consult to understand VLANs, IP subnets, routing relationships, and logical network boundaries without focusing on rack positions or cable paths?",A rack elevation,A logical network diagram,A cable plant map,A power distribution schedule,B,"A logical network diagram represents relationships such as subnets, VLANs, routing, and logical security or service boundaries.",A rack elevation shows the physical position of equipment in a rack.,Correct. A logical diagram focuses on network relationships rather than physical placement.,A cable plant map documents physical cabling routes and terminations.,A power schedule documents electrical distribution rather than network topology.,Logical diagram|Network documentation|VLANs|Subnets,SRC-COMPTIA-N10009-V6,CompTIA objective 3.1 distinguishes logical diagrams from physical documentation.,2026-07-25,2026-07-25,2026-07-25,approved,CertHappens accelerated internal review,,Accelerated staging approval authorized by the repository owner on 2026-07-25.
NET009-0000093,NET-009,CompTIA Network+,N10-009,6.0,1,NET009-BATCH-004,3.0,Network Operations,3.1,Explain the purpose of organizational processes and procedures.,Service-level agreements,sla-availability-response-commitments,medium,single_choice,scenario,Select the best answer.,"A company wants a carrier contract to state the promised monthly availability, maximum response time for a critical outage, and service credits if the provider misses those commitments. Which document should contain these terms?",A rack elevation,A packet capture,A routing table,A service-level agreement,D,"A service-level agreement documents measurable service commitments such as availability, response times, restoration targets, responsibilities, and remedies.",A rack elevation shows physical equipment placement.,A packet capture records observed network traffic and does not define contractual service commitments.,A routing table contains forwarding information rather than provider performance terms.,Correct. The SLA defines measurable service expectations and remedies.,SLA|Availability|Response time|Provider commitments,SRC-COMPTIA-N10009-V6,CompTIA objective 3.1 includes service-level agreements as an organizational process and documentation requirement.,2026-07-25,2026-07-25,2026-07-25,approved,CertHappens accelerated internal review,,Accelerated staging approval authorized by the repository owner on 2026-07-25.
NET009-0000094,NET-009,CompTIA Network+,N10-009,6.0,1,NET009-BATCH-004,3.0,Network Operations,3.2,"Given a scenario, use network monitoring technologies.",Performance baselines,baseline-detects-abnormal-bandwidth-pattern,medium,single_choice,scenario,Select the best answer.,An alert reports that a WAN link is using 75% of its capacity. The operations team does not know whether this is unusual because no historical measurements were retained. What would have been most useful for interpreting the alert?,A documented performance baseline for comparable days and times,A list of employee vacation requests,A physical key inventory for the wiring closet,A certificate revocation list,A,A performance baseline establishes normal utilization and behavior over time. The current measurement can then be compared with expected patterns to determine whether it represents an anomaly.,Correct. Historical baseline data provides context for deciding whether 75% utilization is normal or abnormal.,Vacation requests do not directly establish expected WAN utilization.,A physical key inventory supports access control but does not provide performance context.,A certificate revocation list identifies invalid certificates and does not describe network utilization.,Performance baseline|Anomaly detection|Bandwidth monitoring|Capacity,SRC-COMPTIA-N10009-V6,"CompTIA objective 3.2 includes baselines, anomaly alerting, and performance monitoring.",2026-07-25,2026-07-25,2026-07-25,approved,CertHappens accelerated internal review,,Accelerated staging approval authorized by the repository owner on 2026-07-25.
